featIdx,bin,cosNum_f32,cosNum_f64,cosNum_abs_residual,cosDen_f32,cosDen_f64,cosDen_abs_residual,gain_f32,gain_f64,gain_abs_residual
0,0,5797.29248,5797.29280558802,3.251193e-04,5756.990723,5756.98998591366,7.367426e-04,76.40600586,76.4060061266857,2.673107e-07
0,1,6009.819824,6009.81892990003,8.943187e-04,5972.041016,5972.04077825916,2.373658e-04,77.76783752,77.767834352896,3.171518e-06
0,2,6170.759277,6170.759167434,1.099097e-04,6134.761719,6134.76232568246,6.069325e-04,78.78430939,78.7843082551891,1.132018e-06
0,3,6292.626465,6292.6262446576,2.201862e-04,6258.352051,6258.35224483131,1.940501e-04,79.54299164,79.5429943287054,2.690522e-06
0,4,6402.135254,6402.13538674702,1.328408e-04,6369.535156,6369.53606450568,9.082557e-04,80.21783447,80.2178381191318,3.646476e-06
0,5,6491.634277,6491.63466100851,3.836648e-04,6460.411133,6460.41052895357,6.038589e-04,80.76515198,80.7651515442893,4.332498e-07
0,6,6564.203613,6564.20322652364,3.867576e-04,6534.387695,6534.38710475785,5.905547e-04,81.20440674,81.2044050402769,1.698004e-06
0,7,6618.800781,6618.8004770177,3.042323e-04,6590.267578,6590.26791652683,3.384018e-04,81.53193665,81.5319358853323,7.601756e-07
0,8,6673.949707,6673.94977477881,6.774756e-05,6646.592773,6646.59260620994,1.672276e-04,81.86219788,81.862198508244,6.322674e-07
0,9,6718.642578,6718.64319001784,6.118928e-04,6692.25293,6692.25335589018,4.262027e-04,82.12878418,82.1287835551514,6.245361e-07
0,10,6762.469727,6762.46903647643,6.900861e-04,6737.122559,6737.12255546399,3.129759e-06,82.38877869,82.3887788252453,1.387219e-07
0,11,6813.577148,6813.57797830534,8.298678e-04,6788.95752,6788.95764555325,1.260220e-04,82.69393921,82.6939393023402,9.335587e-08
0,12,6845.435059,6845.43518269281,1.240991e-04,6821.59668,6821.59675771077,7.802327e-05,82.88158417,82.8815836738893,4.935912e-07
0,13,6872.075684,6872.07561064143,7.295232e-05,6849.064941,6849.06465490319,2.865031e-04,83.03712463,83.0371234858387,1.147950e-06
0,14,6895.566406,6895.56618991336,2.163366e-04,6873.358398,6873.35783126717,5.671703e-04,83.17359161,83.173591394802,2.189676e-07
0,15,6906.813965,6906.81405212721,8.728346e-05,6885.313477,6885.3126048555,8.717070e-04,83.23690796,83.2369067427233,1.216261e-06
0,16,6922.427734,6922.42795491569,2.205407e-04,6901.754395,6901.7549851247,5.905935e-04,83.32564545,83.3256433931456,2.053632e-06
0,17,6929.947266,6929.94813706348,8.714385e-04,6909.893066,6909.89293858507,1.278212e-04,83.36702728,83.3670291154297,1.832715e-06
0,18,6939.798828,6939.79801034195,8.177830e-04,6920.192383,6920.1923394733,4.333920e-05,83.42337036,83.4233733808832,3.019555e-06
0,19,6938.586426,6938.58663137338,2.055921e-04,6919.614746,6919.61438247084,3.636229e-04,83.41229248,83.4122946484843,2.168016e-06
0,20,6932.253906,6932.25415738721,2.511372e-04,6913.884766,6913.88432149913,4.441259e-04,83.37069702,83.3706950971783,1.924306e-06
0,21,6927.114258,6927.11400174959,2.560629e-04,6909.210449,6909.21017427864,2.749401e-04,83.33705139,83.3370519240135,5.324119e-07
0,22,6917.881348,6917.8818527607,5.051045e-04,6900.473145,6900.47295449992,1.900313e-04,83.27865601,83.2786567564676,7.506082e-07
0,23,6909.030273,6909.02974035207,5.330854e-04,6892.105469,6892.10517448734,2.942627e-04,83.2225647,83.2225682549384,3.557673e-06
0,24,6902.238281,6902.23839655804,1.153080e-04,6885.681641,6885.68246514209,8.245171e-04,83.17952728,83.1795295433142,2.260599e-06
0,25,6895.411621,6895.41204260505,4.215113e-04,6879.269043,6879.26904027137,2.697378e-06,83.13599396,83.1359905598364,3.397683e-06
0,26,6884.750977,6884.74999741056,9.791519e-04,6869.010742,6869.01062577783,1.164097e-04,83.0694046,83.069401307578,3.294473e-06
0,27,6869.677734,6869.67753873052,1.956445e-04,6854.327148,6854.32754152069,3.930832e-04,82.97627258,82.9762731849049,6.018971e-07
0,28,6850.388672,6850.38811346662,5.584084e-04,6835.447754,6835.44773416766,1.973859e-05,82.85747528,82.8574749087927,3.719690e-07
0,29,6833.155273,6833.15547507902,2.016415e-04,6818.570312,6818.57056226491,2.497649e-04,82.75126648,82.7512633438371,3.135655e-06
0,30,6810.292969,6810.29345676157,4.880116e-04,6796.013184,6796.01283822277,3.453710e-04,82.61116028,82.6111619788362,1.700516e-06
0,31,6790.279297,6790.27941559053,1.187155e-04,6776.255371,6776.25468161973,6.894740e-04,82.48838043,82.4883820691553,1.637026e-06
0,32,6757.837402,6757.83784640629,4.440625e-04,6744.163086,6744.16361827212,5.323346e-04,82.28936768,82.2893662627367,1.413045e-06
0,33,6728.808105,6728.80816615661,6.068786e-05,6715.453613,6715.45413569639,5.224151e-04,82.11083221,82.1108321222129,9.214260e-08
0,34,6701.460449,6701.46049139229,4.217354e-05,6688.384277,6688.38425638882,2.095493e-05,81.94243622,81.9424327885304,3.429731e-06
0,35,6664.79541,6664.79551029429,1.001380e-04,6652.009766,6652.01052592688,7.603019e-04,81.71661377,81.7166143881155,6.185842e-07
0,36,6635.716309,6635.71668443485,3.758411e-04,6623.253906,6623.25438758481,4.813348e-04,81.53650665,81.5365097996452,3.146813e-06
0,37,6601.914551,6601.91442625907,1.245222e-04,6589.810059,6589.81008138104,2.278729e-05,81.32675171,81.3267545444398,2.835455e-06
0,38,6571.580078,6571.57957377987,5.043451e-04,6559.718262,6559.71823474288,2.697587e-05,81.13853455,81.1385380728068,3.526908e-06
0,39,6542.194336,6542.19444274524,1.068077e-04,6530.630859,6530.63132944392,4.700689e-04,80.95540619,80.9554076615954,1.472631e-06
0,40,6504.105957,6504.10592679441,3.023684e-05,6492.762207,6492.76237259677,1.655655e-04,80.71846008,80.7184569934368,3.089571e-06
0,41,6467.149414,6467.14975337819,3.393157e-04,6456.059082,6456.05828905569,7.929756e-04,80.48764038,80.487640496918,1.160586e-07
0,42,6427.827148,6427.82703225021,1.161873e-04,6416.953613,6416.95320230065,4.109806e-04,80.24163055,80.2416306440593,8.986009e-08
0,43,6389.379883,6389.37965336738,2.294451e-04,6378.746094,6378.74567051018,4.232398e-04,80.00019836,80.000196025368,2.338890e-06
0,44,6342.543945,6342.54335714038,5.881721e-04,6332.115723,6332.1167128435,9.901873e-04,79.70562744,79.7056282218995,7.804933e-07
0,45,6299.019531,6299.01928730016,2.439498e-04,6288.776367,6288.77626957618,9.761132e-05,79.43096924,79.4309699589627,7.206815e-07
0,46,6263.665039,6263.66497318564,6.587686e-05,6253.650879,6253.65120788028,3.289740e-04,79.20665741,79.2066586418271,1.232159e-06
0,47,6222.09375,6222.09344224636,3.077536e-04,6212.259277,6212.25941141837,1.340746e-04,78.94265747,78.9426566590169,8.116862e-07
0,48,6180.420898,6180.42105294245,1.545050e-04,6170.79834,6170.79840956514,6.972139e-05,78.67692566,78.6769261074328,4.482531e-07
0,49,6135.053223,6135.05326254488,3.988863e-05,6125.616211,6125.61614792408,6.301342e-05,78.38689423,78.3868925010403,1.725034e-06
0,50,6089.270996,6089.27109950875,1.034150e-04,6080.021484,6080.02140929558,7.507942e-05,78.09311676,78.0931166077355,1.525184e-07
0,51,6047.155762,6047.15598448047,2.227617e-04,6038.137207,6038.13636718441,8.398468e-04,77.82151794,77.8215206421435,2.697808e-06
0,52,5993.67627,5993.67648506642,2.155352e-04,5984.791992,5984.79206037106,6.818356e-05,77.47628021,77.476280878031,6.656287e-07
0,53,5943.210938,5943.21073159415,2.059058e-04,5934.477051,5934.47729580122,2.450200e-04,77.14892578,77.1489275355942,1.754344e-06
0,54,5892.702637,5892.70308324045,4.465217e-04,5884.199707,5884.19987325712,1.662259e-04,76.81938934,76.8193893567519,1.349018e-08
0,55,5839.526855,5839.52707446078,2.189920e-04,5831.21582,5831.21548133258,3.389799e-04,76.47123718,76.4712397873752,2.604758e-06
0,56,5789.22168,5789.22167069148,8.996017e-06,5781.07373,5781.07438565259,6.551838e-04,76.14053345,76.1405308473944,2.599871e-06
0,57,5735.463867,5735.46360574313,2.614444e-04,5727.54541,5727.54553179271,1.216365e-04,75.78517151,75.7851741838367,2.675048e-06
0,58,5675.569336,5675.56955235285,2.164154e-04,5667.845703,5667.84609660632,3.934813e-04,75.38768768,75.3876882036553,5.205499e-07
0,59,5617.836914,5617.83665572978,2.583327e-04,5610.175293,5610.17459616225,6.968065e-04,75.00339508,75.0033944545544,6.260120e-07
0,60,5564.616211,5564.6155333143,6.776232e-04,5557.251465,5557.25119499986,2.698439e-04,74.64575958,74.645760969236,1.386716e-06
0,61,5510.711914,5510.71167390259,2.401599e-04,5503.462402,5503.46213126582,2.710779e-04,74.28304291,74.2830449439206,2.036206e-06
0,62,0,0,0.000000e+00,9.999999683e-21,1e-20,3.173448e-28,0,0,0.000000e+00
0,63,5406.788574,5406.7877463793,8.278395e-04,5401.064941,5401.06427729964,6.641066e-04,73.56980896,73.5698122913066,3.331346e-06
0,64,5466.838867,5466.83872739297,1.397945e-04,5460.961426,5460.96062537761,8.004036e-04,73.9778595,73.9778558523801,3.644690e-06
0,65,5523.063477,5523.06330856236,1.680001e-04,5516.904785,5516.90459244263,1.927136e-04,74.35878754,74.3587849542685,2.582353e-06
0,66,5576.342285,5576.34227684506,8.311195e-06,5570.059082,5570.05941397195,3.319407e-04,74.7170105,74.7170143046571,3.806610e-06
0,67,5625.598145,5625.59834120144,1.966702e-04,5619.15332,5619.15440130652,1.080994e-03,75.04698181,75.0469830898261,1.278303e-06
0,68,5684.77002,5684.76935105779,6.684735e-04,5678.233887,5678.23432711113,4.403924e-04,75.44078064,75.4407840368797,3.397231e-06
0,69,5736.289551,5736.28946106363,8.971762e-05,5729.646484,5729.646607933,1.235580e-04,75.78218842,75.7821879850617,4.304656e-07
0,70,5789.162598,5789.16163930501,9.583512e-04,5782.38916,5782.38895422596,2.059303e-04,76.13108826,76.1310860093569,2.247479e-06
0,71,5841.136719,5841.136396738,3.220120e-04,5834.246582,5834.24670705865,1.250274e-04,76.47244263,76.4724409345265,1.692427e-06
0,72,5888.450195,5888.44992644637,2.688661e-04,5881.4375,5881.43801832307,5.183231e-04,76.78196716,76.781965292869,1.870217e-06
0,73,5941.795898,5941.79569259951,2.058380e-04,5934.638672,5934.63828330594,3.885691e-04,77.12950897,77.1295127302949,3.758127e-06
0,74,5994.70459,5994.70418141625,4.084275e-04,5987.382324,5987.38121324492,1.110974e-03,77.47280884,77.4728088174687,2.042196e-08
