seed,mlx_rmse,cpu_rmse,ratio,drift_pct,wall_secs
42,0.180176,0.16962772553711794,1.0621848487886132,6.218484878861321,0.9610895421355963
43,0.180695,0.16959734963411785,1.0654352818002388,6.54352818002389,0.9517452500294894
44,0.180109,0.16955519387043677,1.0622440745615127,6.224407456151278,0.9507231251336634
