seed,cpu_iter50,mlx_iter50_l1,mlx_grafted,drift_grafted_pct,drift_l1_pct,frame_per_seed
42,0.19362645,0.295626,0.29299,51.317136682514175,52.67852093554367,FRAME-B
43,0.19357118,0.295122,0.292577,51.14698376070237,52.46174559663272,FRAME-B
44,0.1932046,0.294913,0.292301,51.29091129300233,52.64284597778727,FRAME-B
