feat_idx,bin,gain_f32,gain_f64,gain_abs_residual
0,0,67.25488281,67.2548828103765,2.123500e-09
0,1,68.56138611,68.5613877486796,1.640281e-06
0,2,69.5717926,69.5717920126621,5.898770e-07
0,3,70.43872833,70.4387301156105,1.783091e-06
0,4,71.25579071,71.2557925550769,1.844628e-06
0,5,71.91557312,71.9155759140767,2.793960e-06
0,6,72.44419861,72.4441950986571,3.509741e-06
0,7,72.88462067,72.8846187555045,1.910999e-06
0,8,73.3115921,73.3115935537385,1.451688e-06
0,9,73.60345459,73.6034527084173,1.881426e-06
0,10,73.84586334,73.84586279652,5.457652e-07
0,11,74.04209137,74.0420946873119,3.317683e-06
0,12,74.27693939,74.2769419846272,2.592537e-06
0,13,74.38889313,74.3888893133933,3.814048e-06
0,14,74.46797943,74.4679762552205,3.175932e-06
0,15,74.45526886,74.4552660371583,2.822705e-06
0,16,74.48376465,74.4837659303251,1.281888e-06
0,17,74.542099,74.5420985756508,4.233727e-07
0,18,74.57831573,74.5783182942463,2.559383e-06
0,19,74.53691101,74.5369145582299,3.547488e-06
0,20,74.4848175,74.4848209145336,3.409651e-06
0,21,74.43208313,74.4320817185029,1.411380e-06
0,22,74.48114777,74.4811490790668,1.312954e-06
0,23,74.40007782,74.4000786031573,7.833331e-07
0,24,74.33872223,74.3387198561212,2.372883e-06
0,25,74.24652863,74.2465315082453,2.882757e-06
0,26,74.20469666,74.2046979928013,1.337528e-06
0,27,74.08545685,74.0854532068625,3.641282e-06
0,28,74.04535675,74.0453573937836,6.432954e-07
0,29,73.89278412,73.8927830074034,1.111249e-06
0,30,73.69866943,73.6986722075547,2.773961e-06
0,31,73.53945923,73.5394625632038,3.334688e-06
0,32,73.37120819,73.3712073693007,8.216172e-07
0,33,73.22380066,73.223801033858,3.746784e-07
0,34,73.00232697,73.0023231667502,3.798582e-06
0,35,72.79157257,72.7915740003067,1.429506e-06
0,36,72.58125305,72.5812511120187,1.939739e-06
0,37,72.3470459,72.3470466484263,7.499888e-07
0,38,72.03816986,72.0381707671065,9.062666e-07
0,39,71.8119278,71.8119281578009,3.623907e-07
0,40,71.53639984,71.5363997294697,1.118389e-07
0,41,71.28437042,71.2843692077042,1.214659e-06
0,42,71.00727081,71.0072695939654,1.219023e-06
0,43,70.65151978,70.6515179982145,1.777176e-06
0,44,70.35922241,70.3592256254841,3.213375e-06
0,45,70.07956696,70.0795653260672,1.629499e-06
0,46,69.79627991,69.7962801080335,2.008069e-07
0,47,69.49329376,69.4932922880529,1.474154e-06
0,48,69.14325714,69.1432547936041,2.347509e-06
0,49,68.84574127,68.8457415674057,2.954330e-07
0,50,68.54823303,68.5482324637808,5.684457e-07
0,51,68.23634338,68.236342349541,1.034248e-06
0,52,67.87039185,67.8703930554115,1.209708e-06
0,53,67.52490997,67.5249128795769,2.906432e-06
0,54,67.13313293,67.1331315283673,1.406203e-06
0,55,66.7615509,66.761548127009,2.776311e-06
0,56,66.36258698,66.3625870547572,7.965953e-08
0,57,65.93859863,65.938595668546,2.964266e-06
0,58,65.44149017,65.4414873335075,2.839832e-06
0,59,65.1073761,65.1073768601248,7.614920e-07
0,60,64.65670013,64.6567031961387,3.061861e-06
0,61,0,0,0.000000e+00
0,62,62.89678574,62.8967841879984,1.548086e-06
0,63,63.4005127,63.4005116195139,1.075799e-06
0,64,63.87263107,63.8726314711589,3.981609e-07
0,65,64.28111267,64.2811149611883,2.290290e-06
0,66,64.74586487,64.7458659615082,1.093344e-06
0,67,65.18173218,65.1817324818995,3.041652e-07
0,68,65.64424133,65.6442425313589,1.198351e-06
0,69,66.14455414,66.1445568156483,2.677465e-06
0,70,66.58303833,66.5830402150905,1.885012e-06
0,71,66.99957275,66.9995715707944,1.183112e-06
0,72,67.46515656,67.4651599306695,3.375494e-06
0,73,67.89559937,67.89560293912,3.573886e-06
0,74,68.21026611,68.2102625754978,3.537783e-06
0,75,68.5302887,68.5302909876641,2.291375e-06
0,76,68.91845703,68.9184598295098,2.798260e-06
0,77,69.12941742,69.1294205453724,3.125939e-06
0,78,69.41404724,69.414049021055,1.779844e-06
0,79,69.69882965,69.698830257693,6.068141e-07
0,80,70.03263092,70.0326305527407,3.676695e-07
0,81,70.30913544,70.3091317350897,3.701922e-06
0,82,70.64121246,70.6412133734655,9.100866e-07
0,83,70.91900635,70.9190085010647,2.153408e-06
0,84,71.19231415,71.1923112165494,2.931400e-06
0,85,71.40385437,71.4038525766095,1.793508e-06
0,86,71.67366028,71.6736570701012,3.208219e-06
0,87,71.89138794,71.8913858232682,2.116185e-06
0,88,72.16415405,72.1641530375512,1.015183e-06
0,89,72.39691925,72.3969221445099,2.894022e-06
0,90,72.64524078,72.6452385696875,2.214004e-06
0,91,72.88037109,72.880373015612,1.921862e-06
0,92,73.12476349,73.1247672616305,3.772861e-06
0,93,73.23993683,73.2399364432143,3.853990e-07
0,94,73.44186401,73.4418610775434,2.936128e-06
0,95,73.61203766,73.6120377879911,1.292997e-07
0,96,73.79036713,73.7903644467259,2.679739e-06
0,97,73.8924942,73.8924927799614,1.421699e-06
0,98,73.97942352,73.9794219326541,1.590295e-06
0,99,74.04415894,74.0441607012969,1.765750e-06
0,100,74.08956909,74.0895701076504,1.015854e-06
0,101,74.17829895,74.1782970758343,1.874361e-06
0,102,74.25604248,74.2560394509227,3.029546e-06
0,103,74.29962921,74.299631541283,2.329857e-06
0,104,74.28707886,74.2870759769268,2.880495e-06
0,105,74.23278046,74.2327819879931,1.531450e-06
0,106,74.2085495,74.2085528073389,3.307827e-06
0,107,74.05822754,74.0582302423705,2.703308e-06
0,108,73.9773941,73.9773972181868,3.114183e-06
0,109,73.9121933,73.9121926513673,6.469725e-07
0,110,73.82270813,73.8227095843769,1.454494e-06
0,111,73.72830963,73.7283129740062,3.342659e-06
0,112,73.64576721,73.645763801221,3.410693e-06
0,113,73.45022583,73.450228829796,2.999718e-06
0,114,73.32911682,73.3291173238727,5.025836e-07
0,115,73.01430511,73.0143083643928,3.249647e-06
0,116,72.77561188,72.7756093985111,2.478930e-06
0,117,72.41756439,72.4175630891005,1.302989e-06
0,118,72.0981369,72.0981332860607,3.615795e-06
0,119,71.78984833,71.7898481061178,2.215190e-07
0,120,71.32540131,71.3253981712196,3.134933e-06
0,121,70.59975433,70.5997578051793,3.471683e-06
0,122,69.95069122,69.9506923709124,1.147768e-06
0,123,69.12270355,69.1227024004234,1.151823e-06
0,124,68.29358673,68.2935832420023,3.488955e-06
0,125,67.04991913,67.0499159468847,3.181533e-06
