leaf,gSum_f32,gSum_f64,gSum_residual,hSum_f32,hSum_f64,hSum_residual,leafVal_f32,leafVal_f64,leafVal_residual
0,30.20099449,30.2009969316423,2.440065e-06,52,52,0.000000e+00,-0.01647326909,-0.0164732706854168,1.595360e-09
1,-11.75154018,-11.7515410096385,8.256175e-07,80,80,0.000000e+00,0.004247544799,0.00424754484830279,4.930276e-11
2,10.39624405,10.3962455298752,1.480803e-06,56,56,0.000000e+00,-0.005286225583,-0.00528622642245812,8.390538e-10
3,-32.20137787,-32.2013756483793,2.220273e-06,52,52,0.000000e+00,0.01756438799,0.0175643863247032,1.667321e-09
4,1457.278687,1457.27888130408,1.947806e-04,2203,2203,0.000000e+00,-0.01981793344,-0.0198179353861926,1.945984e-09
5,-351.2612915,-351.261305987544,1.448364e-05,2380,2380,0.000000e+00,0.004422089085,0.00442208935966733,2.746845e-10
6,397.5118713,397.511277360725,5.939772e-04,2335,2335,0.000000e+00,-0.005100665614,-0.00510065785041474,7.763594e-09
7,-1544.380615,-1544.38155857578,9.433414e-04,2451,2451,0.000000e+00,0.0188799575,0.018879969731738,1.223462e-08
8,64.14351654,64.1435200124979,3.471971e-06,97,97,0.000000e+00,-0.01924305409,-0.0192430555736336,1.481703e-09
9,-14.2869091,-14.2869090470485,5.634502e-08,112,112,0.000000e+00,0.003727019532,0.00372701966809858,1.364463e-10
10,16.79247284,16.7924779022578,5.062902e-06,89,89,0.000000e+00,-0.005475806072,-0.00547580788921196,1.816858e-09
11,-54.86262512,-54.8626179946586,7.127412e-06,97,97,0.000000e+00,0.01645878702,0.0164587850305151,1.993506e-09
12,2712.375977,2712.37433168251,1.644880e-03,4132,4132,0.000000e+00,-0.01967866346,-0.019678652510686,1.095171e-08
13,-617.6242676,-617.624258199765,9.378360e-06,4482,4482,0.000000e+00,0.004131265916,0.00413126584879456,6.713571e-11
14,758.3419189,758.341031631571,8.873137e-04,4250,4250,0.000000e+00,-0.00534922583,-0.00534921947811894,6.352168e-09
15,-2858.153809,-2858.15048148582,3.327108e-03,4574,4574,0.000000e+00,0.01873380318,0.0187337803207418,2.286210e-08
16,8.295718193,8.29571822285652,2.980232e-08,11,11,0.000000e+00,-0.01777653769,-0.0177765386516416,9.650553e-10
17,-1.045275807,-1.04527589073405,8.335337e-08,14,14,0.000000e+00,0.001844604267,0.00184460447182996,2.050225e-10
