featIdx,bin,cosNum_f32,cosNum_f64,cosNum_abs_residual,cosDen_f32,cosDen_f64,cosDen_abs_residual,gain_f32,gain_f64,gain_abs_residual
0,0,5762.990723,5762.9907499637,2.730745e-05,5712.792969,5712.79291750622,5.124378e-05,76.24716187,76.2471616951533,1.700811e-07
0,1,5974.19873,5974.19882470791,9.423916e-05,5923.499023,5923.49893522709,8.821041e-05,77.62301636,77.6230163045069,5.291498e-08
0,2,6144.313965,6144.31448258345,5.177397e-04,6093.276367,6093.27543232479,9.348627e-04,78.71327209,78.7132838267912,1.173206e-05
0,3,6272.306641,6272.30705281609,4.121911e-04,6221.64502,6221.64517586669,1.563354e-04,79.51969147,79.5196922872052,8.199200e-07
0,4,6382.02002,6382.02005577604,3.624479e-05,6332.894043,6332.893585502,4.574668e-04,80.19680023,80.1968055302731,5.298339e-06
0,5,6472.157715,6472.15850822527,7.933815e-04,6424.10498,6424.10471736287,2.631059e-04,80.75004578,80.7500572914394,1.151507e-05
0,6,6545.07666,6545.07609489495,5.652613e-04,6498.691895,6498.69228002975,3.854985e-04,81.18985748,81.1898452390885,1.224382e-05
0,7,6599.984863,6599.98524345735,3.801761e-04,6555.083496,6555.08399184613,4.957524e-04,81.51805878,81.5180597247457,9.478902e-07
0,8,6655.318359,6655.31897084591,6.114709e-04,6611.828613,6611.82909779187,4.845106e-04,81.84799957,81.8479987676579,8.050960e-07
0,9,6700.102051,6700.10146206545,5.887158e-04,6657.586914,6657.58709107157,1.770091e-04,82.11508942,82.1150858464708,3.570033e-06
0,10,6744.442383,6744.4426394601,2.566476e-04,6703.087402,6703.08700186365,4.004801e-04,82.37750244,82.3775055854242,3.144018e-06
0,11,6795.683594,6795.68361740664,2.365664e-05,6755.100586,6755.10050683583,7.910167e-05,82.68318939,82.6831938309969,4.438907e-06
0,12,6827.919922,6827.92047444535,5.525703e-04,6788.395508,6788.3955312864,2.347390e-05,82.87142944,82.8714398857283,1.044237e-05
0,13,6855.112793,6855.11305243301,2.594643e-04,6816.651855,6816.65216516664,3.096979e-04,83.02885437,83.0288560896868,1.719570e-06
0,14,6878.840332,6878.84050067194,1.686407e-04,6841.452637,6841.4529895304,3.528117e-04,83.16509247,83.1650908069972,1.661265e-06
0,15,6890.152832,6890.15287150801,3.947676e-05,6853.714844,6853.71444099051,4.027595e-04,83.22731018,83.2273094028518,7.778122e-07
0,16,6906.388184,6906.38730534421,8.782495e-04,6871.162598,6871.16189607505,7.015812e-04,83.31742859,83.3174249464863,3.642381e-06
0,17,6914.497559,6914.4976626629,1.040691e-04,6880.30127,6880.30102369094,2.458403e-04,83.35984802,83.3598480480803,2.561934e-08
0,18,6924.689941,6924.68941415108,5.272552e-04,6891.118164,6891.11786819414,2.958684e-04,83.41717529,83.4171715597723,3.733196e-06
0,19,6923.760742,6923.76076849646,2.630896e-05,6891.070801,6891.0710479484,2.471672e-04,83.40626526,83.4062681209623,2.862173e-06
0,20,6917.881836,6917.88208448314,2.485456e-04,6886.118652,6886.11875648106,1.041373e-04,83.36540985,83.3654120480054,2.196931e-06
0,21,6913.06543,6913.06479861373,6.310738e-04,6881.965332,6881.96468185271,6.501785e-04,83.33250427,83.3324994173637,4.855097e-06
0,22,6904.232422,6904.23214977117,2.721038e-04,6873.919922,6873.92034385396,4.219790e-04,83.27471924,83.2747117745059,7.463775e-06
0,23,6895.585449,6895.58535501999,9.419876e-05,6865.891602,6865.89155409914,4.746336e-05,83.21903229,83.2190337394415,1.451844e-06
0,24,6888.921387,6888.9215164588,1.297401e-04,6859.746094,6859.74662541219,5.316622e-04,83.17584229,83.1758407830662,1.502090e-06
