doc,partition,docLeafVal_f32,docLeafVal_f64,inc_residual
0,15,0.01873381995,0.0187338199466467,0.000000e+00
1,13,0.00413126545,0.00413126545026898,0.000000e+00
2,44,-0.0196985174,-0.0196985173970461,0.000000e+00
3,13,0.00413126545,0.00413126545026898,0.000000e+00
4,15,0.01873381995,0.0187338199466467,0.000000e+00
5,12,-0.01967865229,-0.0196786522865295,0.000000e+00
6,12,-0.01967865229,-0.0196786522865295,0.000000e+00
7,29,0.004592594225,0.00459259422495961,0.000000e+00
8,12,-0.01967865229,-0.0196786522865295,0.000000e+00
9,44,-0.0196985174,-0.0196985173970461,0.000000e+00
10,15,0.01873381995,0.0187338199466467,0.000000e+00
11,15,0.01873381995,0.0187338199466467,0.000000e+00
12,22,-0.005804606248,-0.0058046062476933,0.000000e+00
13,13,0.00413126545,0.00413126545026898,0.000000e+00
14,38,-0.005991714075,-0.00599171407520771,0.000000e+00
15,30,-0.005005874205,-0.00500587420538068,0.000000e+00
16,28,-0.01984007098,-0.019840070977807,0.000000e+00
17,46,-0.005498127081,-0.00549812708050013,0.000000e+00
18,46,-0.005498127081,-0.00549812708050013,0.000000e+00
19,46,-0.005498127081,-0.00549812708050013,0.000000e+00
20,14,-0.005349224433,-0.00534922443330288,0.000000e+00
21,13,0.00413126545,0.00413126545026898,0.000000e+00
22,6,-0.005100666545,-0.00510066654533148,0.000000e+00
23,60,-0.01919127442,-0.0191912744194269,0.000000e+00
24,47,0.01843743213,0.0184374321252108,0.000000e+00
25,7,0.01887994446,0.0188799444586039,0.000000e+00
26,6,-0.005100666545,-0.00510066654533148,0.000000e+00
27,46,-0.005498127081,-0.00549812708050013,0.000000e+00
28,4,-0.01981794275,-0.0198179427534342,0.000000e+00
29,36,-0.01942213438,-0.0194221343845129,0.000000e+00
30,12,-0.01967865229,-0.0196786522865295,0.000000e+00
31,12,-0.01967865229,-0.0196786522865295,0.000000e+00
32,14,-0.005349224433,-0.00534922443330288,0.000000e+00
33,15,0.01873381995,0.0187338199466467,0.000000e+00
34,13,0.00413126545,0.00413126545026898,0.000000e+00
35,7,0.01887994446,0.0188799444586039,0.000000e+00
36,5,0.004422091879,0.0044220918789506,0.000000e+00
37,20,-0.01948459074,-0.0194845907390118,0.000000e+00
38,46,-0.005498127081,-0.00549812708050013,0.000000e+00
39,15,0.01873381995,0.0187338199466467,0.000000e+00
40,6,-0.005100666545,-0.00510066654533148,0.000000e+00
41,5,0.004422091879,0.0044220918789506,0.000000e+00
42,45,0.004649997223,0.00464999722316861,0.000000e+00
43,10,-0.005475807469,-0.00547580746933818,0.000000e+00
44,14,-0.005349224433,-0.00534922443330288,0.000000e+00
45,12,-0.01967865229,-0.0196786522865295,0.000000e+00
46,46,-0.005498127081,-0.00549812708050013,0.000000e+00
47,13,0.00413126545,0.00413126545026898,0.000000e+00
48,29,0.004592594225,0.00459259422495961,0.000000e+00
49,46,-0.005498127081,-0.00549812708050013,0.000000e+00
50,39,0.01940165833,0.0194016583263874,0.000000e+00
51,14,-0.005349224433,-0.00534922443330288,0.000000e+00
52,31,0.01849418879,0.018494188785553,0.000000e+00
53,14,-0.005349224433,-0.00534922443330288,0.000000e+00
54,37,0.004244375508,0.00424437550827861,0.000000e+00
55,5,0.004422091879,0.0044220918789506,0.000000e+00
56,6,-0.005100666545,-0.00510066654533148,0.000000e+00
57,46,-0.005498127081,-0.00549812708050013,0.000000e+00
58,47,0.01843743213,0.0184374321252108,0.000000e+00
59,7,0.01887994446,0.0188799444586039,0.000000e+00
60,44,-0.0196985174,-0.0196985173970461,0.000000e+00
61,28,-0.01984007098,-0.019840070977807,0.000000e+00
62,14,-0.005349224433,-0.00534922443330288,0.000000e+00
63,7,0.01887994446,0.0188799444586039,0.000000e+00
64,6,-0.005100666545,-0.00510066654533148,0.000000e+00
65,45,0.004649997223,0.00464999722316861,0.000000e+00
66,46,-0.005498127081,-0.00549812708050013,0.000000e+00
67,7,0.01887994446,0.0188799444586039,0.000000e+00
68,14,-0.005349224433,-0.00534922443330288,0.000000e+00
69,7,0.01887994446,0.0188799444586039,0.000000e+00
70,14,-0.005349224433,-0.00534922443330288,0.000000e+00
71,12,-0.01967865229,-0.0196786522865295,0.000000e+00
72,46,-0.005498127081,-0.00549812708050013,0.000000e+00
73,61,0.003988612909,0.00398861290886998,0.000000e+00
74,47,0.01843743213,0.0184374321252108,0.000000e+00
75,12,-0.01967865229,-0.0196786522865295,0.000000e+00
76,46,-0.005498127081,-0.00549812708050013,0.000000e+00
77,47,0.01843743213,0.0184374321252108,0.000000e+00
78,15,0.01873381995,0.0187338199466467,0.000000e+00
79,6,-0.005100666545,-0.00510066654533148,0.000000e+00
80,4,-0.01981794275,-0.0198179427534342,0.000000e+00
81,45,0.004649997223,0.00464999722316861,0.000000e+00
82,5,0.004422091879,0.0044220918789506,0.000000e+00
83,14,-0.005349224433,-0.00534922443330288,0.000000e+00
84,20,-0.01948459074,-0.0194845907390118,0.000000e+00
85,12,-0.01967865229,-0.0196786522865295,0.000000e+00
86,12,-0.01967865229,-0.0196786522865295,0.000000e+00
87,45,0.004649997223,0.00464999722316861,0.000000e+00
