leaf,gSum_f32,gSum_f64,gSum_residual,hSum_f32,hSum_f64,hSum_residual,leafVal_f32,leafVal_f64,leafVal_residual
23,-594.8510132,-594.850990685634,2.249796e-05,882,882,0.000000e+00,0.02016444132,0.0201644399115145,1.405805e-09
24,2747.138184,2747.13670116955,1.482424e-03,4607,4607,0.000000e+00,-0.01787725464,-0.017877244944249,9.690847e-09
25,-740.4958496,-740.495357902357,4.917070e-04,3755,3755,0.000000e+00,0.005911355838,0.00591135184686798,3.991312e-09
26,518.1939087,518.194533286296,6.245949e-04,4389,4389,0.000000e+00,-0.00353957573,-0.00353958006628242,4.336763e-09
27,-2578.993896,-2578.99580271181,1.906227e-03,3753,3753,0.000000e+00,0.02059899271,0.0205990075484566,1.484311e-08
28,2322.11499,2322.11654572596,1.555492e-03,3821,3821,0.000000e+00,-0.01821742952,-0.0182174411126251,1.159393e-08
29,-623.6734619,-623.674077784468,6.158704e-04,3164,3164,0.000000e+00,0.005907863379,0.0059078692501825,5.871658e-09
30,435.229187,435.229055394127,1.316176e-04,3625,3625,0.000000e+00,-0.003598918207,-0.00359891713615766,1.070832e-09
31,-2042.271973,-2042.27138760593,5.850503e-04,2977,2977,0.000000e+00,0.02055978402,0.0205597786103115,5.414642e-09
32,15.42634964,15.4263502433896,6.034970e-07,26,26,0.000000e+00,-0.01595829241,-0.015958292998535,5.887573e-10
33,-3.850448847,-3.85044853854924,3.082678e-07,14,14,0.000000e+00,0.006794909481,0.00679490903379708,4.471621e-10
34,3.138034582,3.13803456816822,1.396984e-08,23,23,0.000000e+00,-0.003620809177,-0.00362080903618579,1.407510e-10
35,-11.47927189,-11.4792717248201,1.639128e-07,18,18,0.000000e+00,0.01639895886,0.0163989592403406,3.785127e-10
36,6.333589554,6.33358982205391,2.682209e-07,12,12,0.000000e+00,-0.01266717911,-0.0126671793609743,2.533083e-10
37,-3.490253925,-3.49025382450782,1.008157e-07,17,17,0.000000e+00,0.005235380959,0.00523538061974185,3.390239e-10
38,4.149712563,4.14971263986081,7.729977e-08,20,20,0.000000e+00,-0.005412668455,-0.00541266853970544,8.431332e-11
39,-9.236897469,-9.23689739406109,7.450581e-08,16,16,0.000000e+00,0.01458457485,0.0145845745067374,3.416761e-10
40,36.83651352,36.8364999928745,1.352641e-05,68,68,0.000000e+00,-0.0155647248,-0.0155647179589498,6.844021e-09
41,-12.31953621,-12.3195366831496,4.740432e-07,61,61,0.000000e+00,0.005774782505,0.00577478269114994,1.862635e-10
42,4.498052597,4.49805257283151,2.421439e-08,61,61,0.000000e+00,-0.002108462155,-0.00210846209638697,5.847830e-11
43,-36.12168884,-36.1216861754656,2.667308e-06,53,53,0.000000e+00,0.01935090311,0.0193509028757587,2.329573e-10
44,36.88285446,36.8828553296626,8.679926e-07,61,61,0.000000e+00,-0.01728883758,-0.0172888380493437,4.674707e-10
45,-8.696526527,-8.69652596343076,5.639740e-07,54,54,0.000000e+00,0.004577118903,0.00457711882581487,7.758364e-11
46,6.693287373,6.69328832020983,9.476207e-07,58,58,0.000000e+00,-0.003291780595,-0.00329178106750976,4.727734e-10
47,-29.47273636,-29.4727343507111,2.007931e-06,40,40,0.000000e+00,0.0205623731,0.0205623723432169,7.584944e-10
48,137.8550873,137.855073273182,1.400709e-05,229,229,0.000000e+00,-0.01782608777,-0.0178260866627432,1.110103e-09
49,-38.80174255,-38.8017333636526,9.190058e-06,205,205,0.000000e+00,0.005596404895,0.00559640372543744,1.169749e-09
50,20.17624092,20.1762298728572,1.104816e-05,222,222,0.000000e+00,-0.002690165536,-0.00269016392291778,1.613560e-09
51,-150.3856506,-150.385666356422,1.572166e-05,223,223,0.000000e+00,0.01996269636,0.0199626986276602,2.269099e-09
52,132.0978699,132.097834458924,3.541412e-05,221,221,0.000000e+00,-0.0176916793,-0.0176916738624519,5.436426e-09
53,-39.50643158,-39.506443197839,1.161825e-05,188,188,0.000000e+00,0.006205198355,0.00620520036358133,2.008562e-09
54,24.89991379,24.8999017826281,1.200521e-05,222,222,0.000000e+00,-0.003319988493,-0.00331998683014293,1.662733e-09
55,-106.5359573,-106.536003030837,4.569441e-05,159,159,0.000000e+00,0.01972888038,0.0197288890091799,8.633556e-09
56,465.4168091,465.416867277061,5.819503e-05,786,786,0.000000e+00,-0.01769645698,-0.0176964584362807,1.452595e-09
57,-119.9611053,-119.961102126807,3.219873e-06,673,673,0.000000e+00,0.005323717836,0.00532371743101185,4.052788e-10
58,101.2902298,101.290284522052,5.472469e-05,836,836,0.000000e+00,-0.003621819895,-0.0036218217732314,1.878471e-09
59,-465.2438354,-465.243917027023,8.157780e-05,687,687,0.000000e+00,0.02022799291,0.0202279959403483,3.033182e-09
60,436.3024597,436.302354237414,1.054794e-04,725,725,0.000000e+00,-0.01797949523,-0.0179794922178007,3.009536e-09
61,-114.3284149,-114.328468225664,5.330867e-05,598,598,0.000000e+00,0.005706909113,0.00570691176390465,2.651272e-09
62,85.9638443,85.9637712766416,7.302267e-05,667,667,0.000000e+00,-0.003849127097,-0.00384912400097918,3.096076e-09
63,-391.5954285,-391.5955095666,8.109980e-05,572,572,0.000000e+00,0.02043106593,0.0204310696076743,3.675758e-09
