featIdx,bin,partition,sumLeft,sumRight,weightLeft,weightRight,mlx_skipped,mlx_termNum,mlx_termDen,cpu_termNum,cpu_termDen,term_num_diff,term_den_diff
0,0,0,3.146911621,178.5404816,2,301,0,106.838188044646,104.615042989254,106.838188044646,104.615042989254,0.000000e+00,1.421085e-14
0,0,1,0,-48.98849869,0,313,1,0,0,7.59453482176933,7.52243480763861,7.594535e+00,7.522435e+00
0,0,2,1.088176727,34.06800461,1,244,0,4.9949347303765,4.71583892849355,4.9949347303765,4.71583892849355,0.000000e+00,0.000000e+00
0,0,3,0.0002136230469,-198.8452911,0,310,1,0,0,126.324120791166,125.113346470483,1.263241e+02,1.251133e+02
0,0,4,339.1196289,7337.731934,215,11825,0,5079.63868661498,5071.22448725717,5079.63868661498,5071.22448725717,0.000000e+00,0.000000e+00
0,0,5,-0.005981445312,-1900.582642,0,13515,1,0,0,267.215148509926,267.155846435245,2.672151e+02,2.671558e+02
0,0,6,194.4473877,1648.995483,172,10677,0,470.661363797609,466.886029587058,470.661363797609,466.886029587058,0.000000e+00,0.000000e+00
0,0,7,-0.0146484375,-7588.95752,0,12425,1,0,0,4634.07436701399,4632.95574590834,4.634074e+03,4.632956e+03
0,1,0,6.961227417,174.7261658,5,298,0,107.483359166989,104.200967609376,107.483359166989,104.200967609376,0.000000e+00,0.000000e+00
0,1,1,0,-48.98849869,0,313,1,0,0,7.59453482176933,7.52243480763861,7.594535e+00,7.522435e+00
0,1,2,7.734729767,27.42145157,8,237,0,8.57179801639883,7.04934432160257,8.57179801639883,7.04934432160257,0.000000e+00,8.881784e-16
0,1,3,0.0002136230469,-198.8452911,0,310,1,0,0,126.324120791166,125.113346470483,1.263241e+02,1.251133e+02
0,1,4,590.4897461,7086.361816,401,11639,0,5176.45791719381,5168.93751257913,5176.45791719381,5168.93751257913,0.000000e+00,9.094947e-13
0,1,5,-0.005981445312,-1900.582642,0,13515,1,0,0,267.215148509926,267.155846435245,2.672151e+02,2.671558e+02
0,1,6,366.5852051,1476.857666,367,10482,0,571.223725198581,568.219324890203,571.223725198581,568.219324890203,0.000000e+00,0.000000e+00
0,1,7,-0.0146484375,-7588.95752,0,12425,1,0,0,4634.07436701399,4632.95574590834,4.634074e+03,4.632956e+03
0,2,0,11.5067749,170.1806183,9,294,0,108.547097944166,104.803659765847,108.547097944166,104.803659765847,0.000000e+00,0.000000e+00
0,2,1,0,-48.98849869,0,313,1,0,0,7.59453482176933,7.52243480763861,7.594535e+00,7.522435e+00
0,2,2,8.751512527,26.40466881,9,236,0,9.29959644742224,7.66737552490624,9.29959644742224,7.66737552490624,0.000000e+00,8.881784e-16
0,2,3,0.0002136230469,-198.8452911,0,310,1,0,0,126.324120791166,125.113346470483,1.263241e+02,1.251133e+02
0,2,4,843.5102539,6833.341309,604,11436,0,5254.22244208058,5247.35860007423,5254.22244208058,5247.35860007423,0.000000e+00,0.000000e+00
0,2,5,-0.005981445312,-1900.582642,0,13515,1,0,0,267.215148509926,267.155846435245,2.672151e+02,2.671558e+02
0,2,6,514.7061768,1328.736694,549,10300,0,651.293827774994,648.635605154509,651.293827774994,648.635605154509,-1.136868e-13,0.000000e+00
0,2,7,-0.0146484375,-7588.95752,0,12425,1,0,0,4634.07436701399,4632.95574590834,4.634074e+03,4.632956e+03
0,3,0,22.30699158,159.3804016,19,284,0,111.127369465685,107.117878078029,111.127369465685,107.117878078029,0.000000e+00,0.000000e+00
0,3,1,0,-48.98849869,0,313,1,0,0,7.59453482176933,7.52243480763861,7.594535e+00,7.522435e+00
0,3,2,12.73988152,22.41629982,14,231,0,11.6947235847913,9.98237023551841,11.6947235847913,9.98237023551841,0.000000e+00,1.776357e-15
0,3,3,0.0002136230469,-198.8452911,0,310,1,0,0,126.324120791166,125.113346470483,1.263241e+02,1.251133e+02
0,3,4,1090.291504,6586.560059,812,11228,0,5321.34155834119,5314.94076973423,5321.34155834119,5314.94076973423,0.000000e+00,0.000000e+00
0,3,5,-0.005981445312,-1900.582642,0,13515,1,0,0,267.215148509926,267.155846435245,2.672151e+02,2.671558e+02
0,3,6,637.4342041,1206.008667,717,10132,0,707.844945499744,705.451063895575,707.844945499744,705.451063895575,1.136868e-13,0.000000e+00
0,3,7,-0.0146484375,-7588.95752,0,12425,1,0,0,4634.07436701399,4632.95574590834,4.634074e+03,4.632956e+03
0,4,0,25.83055115,155.856842,22,281,0,112.22163578706,108.115475417501,112.22163578706,108.115475417501,0.000000e+00,1.421085e-14
0,4,1,0,-48.98849869,0,313,1,0,0,7.59453482176933,7.52243480763861,7.594535e+00,7.522435e+00
0,4,2,14.63376427,20.52241707,17,228,0,12.5305978628024,10.9008164312378,12.5305978628024,10.9008164312378,0.000000e+00,0.000000e+00
0,4,3,0.0002136230469,-198.8452911,0,310,1,0,0,126.324120791166,125.113346470483,1.263241e+02,1.251133e+02
0,4,4,1334.588379,6342.263184,1028,11012,0,5379.34648724776,5373.32502387312,5379.34648724776,5373.32502387312,0.000000e+00,0.000000e+00
0,4,5,-0.005981445312,-1900.582642,0,13515,1,0,0,267.215148509926,267.155846435245,2.672151e+02,2.671558e+02
0,4,6,747.6086426,1095.834229,885,9964,0,749.895789768977,747.73313020217,749.895789768977,747.73313020217,1.136868e-13,0.000000e+00
0,4,7,-0.0146484375,-7588.95752,0,12425,1,0,0,4634.07436701399,4632.95574590834,4.634074e+03,4.632956e+03
0,5,0,27.70970154,153.9776917,24,279,0,112.512985150058,108.458786834039,112.512985150058,108.458786834039,1.421085e-14,-1.421085e-14
0,5,1,0,-48.98849869,0,313,1,0,0,7.59453482176933,7.52243480763861,7.594535e+00,7.522435e+00
0,5,2,17.11947632,18.03670502,21,224,0,13.6446593293207,12.0992792112749,13.6446593293207,12.0992792112749,0.000000e+00,0.000000e+00
0,5,3,0.0002136230469,-198.8452911,0,310,1,0,0,126.324120791166,125.113346470483,1.263241e+02,1.251133e+02
0,5,4,1547.753418,6129.098145,1225,10815,0,5423.29733849014,5417.5686364555,5423.29733849014,5417.5686364555,0.000000e+00,0.000000e+00
0,5,5,-0.005981445312,-1900.582642,0,13515,1,0,0,267.215148509926,267.155846435245,2.672151e+02,2.671558e+02
0,5,6,856.7492065,986.6936646,1073,9776,0,781.730620923494,779.798106889491,781.730620923494,779.798106889491,0.000000e+00,0.000000e+00
0,5,7,-0.0146484375,-7588.95752,0,12425,1,0,0,4634.07436701399,4632.95574590834,4.634074e+03,4.632956e+03
0,6,0,29.86164856,151.8257446,26,277,0,113.074101052489,109.011124782144,113.074101052489,109.011124782144,0.000000e+00,-1.421085e-14
0,6,1,0,-48.98849869,0,313,1,0,0,7.59453482176933,7.52243480763861,7.594535e+00,7.522435e+00
0,6,2,19.77458382,15.38159752,26,219,0,14.5496734048992,13.140381551554,14.5496734048992,13.140381551554,0.000000e+00,0.000000e+00
0,6,3,0.0002136230469,-198.8452911,0,310,1,0,0,126.324120791166,125.113346470483,1.263241e+02,1.251133e+02
0,6,4,1757.584473,5919.26709,1430,10610,0,5457.0862593367,5451.64008833103,5457.0862593367,5451.64008833103,9.094947e-13,9.094947e-13
