featIdx,bin,partition,sumLeft,sumRight,weightLeft,weightRight,mlx_skipped,mlx_termNum,mlx_termDen,cpu_termNum,cpu_termDen,term_num_diff,term_den_diff
0,0,0,537.803772,-538.0373535,390,49610,0,741.796415931542,736.178035855379,741.796415931542,736.178035855379,0.000000e+00,0.000000e+00
0,1,0,971.772522,-972.0061035,781,49219,0,1223.71223104509,1219.10193752128,1223.71223104509,1219.10193752128,2.273737e-13,0.000000e+00
0,2,0,1378.476196,-1378.709717,1171,48829,0,1657.49224294372,1653.35382224748,1657.49224294372,1653.35382224748,0.000000e+00,0.000000e+00
0,3,0,1762.774048,-1763.007568,1562,48438,0,2049.70599857859,2045.89587508914,2049.70599857859,2045.89587508914,0.000000e+00,0.000000e+00
0,4,0,2122.662598,-2122.89624,1952,48048,0,2398.49378495106,2394.95129899392,2398.49378495106,2394.95129899392,0.000000e+00,0.000000e+00
0,5,0,2449.333252,-2449.566895,2343,47657,0,2683.11764284162,2679.83961826059,2683.11764284162,2679.83961826059,4.547474e-13,0.000000e+00
0,6,0,2763.462646,-2763.696289,2734,47266,0,2951.76732745521,2948.69878078345,2951.76732745521,2948.69878078345,0.000000e+00,4.547474e-13
0,7,0,3063.51001,-3063.743652,3125,46875,0,3200.58266527308,3197.69227802231,3200.58266527308,3197.69227802231,0.000000e+00,0.000000e+00
0,8,0,3347.799072,-3348.032715,3515,46485,0,3426.95540589401,3424.22310382917,3426.95540589401,3424.22310382917,0.000000e+00,0.000000e+00
0,9,0,3627.036133,-3627.269775,3906,46094,0,3650.83261619864,3648.23122365853,3650.83261619864,3648.23122365853,0.000000e+00,-4.547474e-13
0,10,0,3894.204834,-3894.438477,4296,45704,0,3859.34868167848,3856.86526565796,3859.34868167848,3856.86526565796,0.000000e+00,0.000000e+00
0,11,0,4160.367188,-4160.600586,4687,45313,0,4072.5422723334,4070.1562937793,4072.5422723334,4070.1562937793,0.000000e+00,0.000000e+00
0,12,0,4412.219238,-4412.452637,5077,44923,0,4265.59370729374,4263.30164597337,4265.59370729374,4263.30164597337,0.000000e+00,0.000000e+00
0,13,0,4650.416504,-4650.649902,5468,44532,0,4438.56329157208,4436.36301467456,4438.56329157208,4436.36301467456,0.000000e+00,0.000000e+00
0,14,0,4882.438477,-4882.671875,5859,44141,0,4606.6269685291,4604.50911720387,4606.6269685291,4604.50911720387,0.000000e+00,0.000000e+00
0,15,0,5101.730469,-5101.963867,6250,43750,0,4757.35807951417,4755.32028078872,4757.35807951417,4755.32028078872,0.000000e+00,-9.094947e-13
0,16,0,5318.351074,-5318.584473,6640,43360,0,4910.18225550765,4908.21426856092,4910.18225550765,4908.21426856092,0.000000e+00,0.000000e+00
0,17,0,5526.762207,-5526.995605,7031,42969,0,5053.36773996652,5051.46603885132,5053.36773996652,5051.46603885132,0.000000e+00,0.000000e+00
0,18,0,5722.343262,-5722.57666,7421,42579,0,5179.77826904486,5177.9417367611,5179.77826904486,5177.9417367611,0.000000e+00,0.000000e+00
0,19,0,5910.557617,-5910.791016,7812,42188,0,5298.28829842965,5296.51340622252,5298.28829842965,5296.51340622252,0.000000e+00,9.094947e-13
0,20,0,6106.430176,-6106.663574,8202,41798,0,5436.72164455802,5434.99597121721,5436.72164455802,5434.99597121721,0.000000e+00,0.000000e+00
0,21,0,6287.893555,-6288.126953,8593,41407,0,5554.39017020794,5552.71575885845,5554.39017020794,5552.71575885845,-9.094947e-13,0.000000e+00
0,22,0,6450.742188,-6450.975586,8984,41016,0,5644.78395393493,5643.1641043346,5644.78395393493,5643.1641043346,0.000000e+00,0.000000e+00
0,23,0,6632.753906,-6632.987305,9375,40625,0,5774.04207919533,5772.46143463634,5774.04207919533,5772.46143463634,0.000000e+00,-9.094947e-13
0,24,0,6800.608398,-6800.841797,9765,40235,0,5884.118864601,5882.57902843662,5884.118864601,5882.57902843662,-9.094947e-13,0.000000e+00
0,25,0,6962.396484,-6962.629883,10156,39844,0,5988.23650286958,5986.73582299987,5988.23650286958,5986.73582299987,0.000000e+00,-9.094947e-13
0,26,0,7140.248047,-7140.481445,10546,39454,0,6125.18697184386,6123.71428448586,6125.18697184386,6123.71428448586,0.000000e+00,0.000000e+00
0,27,0,7284.432617,-7284.666016,10937,39063,0,6208.7389210312,6207.30452607414,6208.7389210312,6207.30452607414,0.000000e+00,0.000000e+00
0,28,0,7437.563965,-7437.797363,11327,38673,0,6312.7451732051,6311.34144857074,6312.7451732051,6311.34144857074,0.000000e+00,9.094947e-13
0,29,0,7587.279297,-7587.512695,11718,38282,0,6415.15574578022,6413.78083057414,6415.15574578022,6413.78083057414,0.000000e+00,0.000000e+00
0,30,0,7725.973145,-7726.206543,12109,37891,0,6503.52101026026,6502.17563351182,6503.52101026026,6502.17563351182,0.000000e+00,-9.094947e-13
0,31,0,7857.334961,-7857.568359,12500,37500,0,6584.13704492309,6582.82055573622,6584.13704492309,6582.82055573622,0.000000e+00,0.000000e+00
0,32,0,7988.931641,-7989.165039,12890,37110,0,6670.00293513672,6668.71208071842,6670.00293513672,6668.71208071842,0.000000e+00,0.000000e+00
0,33,0,8110.983398,-8111.216797,13281,36719,0,6744.04699618444,6742.78219556799,6744.04699618444,6742.78219556799,0.000000e+00,-9.094947e-13
0,34,0,8228.291016,-8228.524414,13671,36329,0,6814.95918584642,6813.71900526484,6814.95918584642,6813.71900526484,0.000000e+00,0.000000e+00
0,35,0,8345.461914,-8345.695312,14062,35938,0,6889.6921217021,6888.47417242844,6889.69212170209,6888.47417242844,-9.094947e-13,0.000000e+00
0,36,0,8452.621094,-8452.854492,14452,35548,0,6952.51500281853,6951.31959117192,6952.51500281853,6951.31959117192,0.000000e+00,0.000000e+00
0,37,0,8552.345703,-8552.579102,14843,35157,0,7007.14858386559,7005.97550357593,7007.14858386559,7005.97550357593,0.000000e+00,0.000000e+00
0,38,0,8647.467773,-8647.701172,15234,34766,0,7058.55002158092,7057.39816473156,7058.55002158092,7057.39816473156,0.000000e+00,0.000000e+00
0,39,0,8746.282227,-8746.515625,15625,34375,0,7120.20216648155,7119.06833514857,7120.20216648155,7119.06833514857,-9.094947e-13,0.000000e+00
