featIdx,bin,partition,sumLeft,sumRight,weightLeft,weightRight,mlx_skipped,mlx_termNum,mlx_termDen,cpu_termNum,cpu_termDen,term_num_diff,term_den_diff
0,0,0,342.2661133,7516.27002,217,12126,0,5190.27059674618,5181.85741290383,5190.27059674618,5181.85741290383,0.000000e+00,0.000000e+00
0,0,1,0.0001220703125,-1949.571533,0,13828,1,0,0,274.805087345527,274.745481007443,2.748051e+02,2.747455e+02
0,0,2,195.5366211,1683.063477,173,10921,0,476.551896773589,472.777697318272,476.551896773589,472.777697318272,0.000000e+00,0.000000e+00
0,0,3,-0.02099609375,-7787.801758,0,12735,1,0,0,4761.33272248292,4760.21135349505,4.761333e+03,4.760211e+03
0,1,0,597.4506836,7261.085449,406,11937,0,5288.42378358997,5280.91285726927,5288.42378358997,5280.91285726927,0.000000e+00,0.000000e+00
0,1,1,0.0001220703125,-1949.571533,0,13828,1,0,0,274.805087345527,274.745481007443,2.748051e+02,2.747455e+02
0,1,2,374.3209229,1504.279175,375,10719,0,581.725577690169,578.724640643861,581.725577690169,578.724640643861,-1.136868e-13,0.000000e+00
0,1,3,-0.02099609375,-7787.801758,0,12735,1,0,0,4761.33272248292,4760.21135349505,4.761333e+03,4.760211e+03
0,2,0,855.0166016,7003.519531,613,11730,0,5367.2306050526,5360.38195990245,5367.2306050526,5360.38195990245,0.000000e+00,0.000000e+00
0,2,1,0.0001220703125,-1949.571533,0,13828,1,0,0,274.805087345527,274.745481007443,2.748051e+02,2.747455e+02
0,2,2,523.4587402,1355.141357,558,10536,0,662.678483569771,660.016958987381,662.678483569771,660.016958987381,0.000000e+00,0.000000e+00
0,2,3,-0.02099609375,-7787.801758,0,12735,1,0,0,4761.33272248292,4760.21135349505,4.761333e+03,4.760211e+03
0,3,0,1112.598145,6745.937988,831,11512,0,5436.29682787246,5429.92813281583,5436.29682787246,5429.92813281583,0.000000e+00,0.000000e+00
0,3,1,0.0001220703125,-1949.571533,0,13828,1,0,0,274.805087345527,274.745481007443,2.748051e+02,2.747455e+02
0,3,2,650.1751709,1228.424927,731,10363,0,721.498113431424,719.102072754969,721.498113431424,719.102072754969,-1.136868e-13,0.000000e+00
0,3,3,-0.02099609375,-7787.801758,0,12735,1,0,0,4761.33272248292,4760.21135349505,4.761333e+03,4.760211e+03
0,4,0,1360.418457,6498.117676,1050,11293,0,5495.68238487645,5489.68225017826,5495.68238487645,5489.68225017826,0.000000e+00,0.000000e+00
0,4,1,0.0001220703125,-1949.571533,0,13828,1,0,0,274.805087345527,274.745481007443,2.748051e+02,2.747455e+02
0,4,2,762.2435303,1116.356567,902,10192,0,764.24723475013,762.083067897434,764.24723475013,762.083067897434,0.000000e+00,0.000000e+00
0,4,3,-0.02099609375,-7787.801758,0,12735,1,0,0,4761.33272248292,4760.21135349505,4.761333e+03,4.760211e+03
0,5,0,1575.462891,6283.073242,1249,11094,0,5539.94346730838,5534.23134815534,5539.94346730838,5534.23134815534,0.000000e+00,0.000000e+00
0,5,1,0.0001220703125,-1949.571533,0,13828,1,0,0,274.805087345527,274.745481007443,2.748051e+02,2.747455e+02
0,5,2,873.869751,1004.730347,1094,10000,0,797.042317480488,795.108338427307,797.042317480488,795.108338427307,0.000000e+00,-1.136868e-13
0,5,3,-0.02099609375,-7787.801758,0,12735,1,0,0,4761.33272248292,4760.21135349505,4.761333e+03,4.760211e+03
0,6,0,1787.445801,6071.090332,1456,10887,0,5574.41601528232,5568.98088705526,5574.41601528232,5568.98088705526,0.000000e+00,0.000000e+00
0,6,1,0.0001220703125,-1949.571533,0,13828,1,0,0,274.805087345527,274.745481007443,2.748051e+02,2.747455e+02
0,6,2,976.0164185,902.5836792,1278,9816,0,826.611506898825,824.844602658177,826.611506898825,824.844602658177,1.136868e-13,0.000000e+00
0,6,3,-0.02099609375,-7787.801758,0,12735,1,0,0,4761.33272248292,4760.21135349505,4.761333e+03,4.760211e+03
0,7,0,1989.676758,5868.859375,1660,10683,0,5603.76229559791,5598.56300708611,5603.76229559791,5598.56300708611,0.000000e+00,0.000000e+00
0,7,1,0.0001220703125,-1949.571533,0,13828,1,0,0,274.805087345527,274.745481007443,2.748051e+02,2.747455e+02
0,7,2,1073.83252,804.7675171,1465,9629,0,852.741041981266,851.114851043851,852.741041981266,851.114851043851,0.000000e+00,0.000000e+00
0,7,3,-0.02099609375,-7787.801758,0,12735,1,0,0,4761.33272248292,4760.21135349505,4.761333e+03,4.760211e+03
0,8,0,2180.552734,5677.983398,1860,10483,0,5626.76058994421,5621.77110456566,5626.7605899442,5621.77110456566,-9.094947e-13,0.000000e+00
0,8,1,0.0001220703125,-1949.571533,0,13828,1,0,0,274.805087345527,274.745481007443,2.748051e+02,2.747455e+02
0,8,2,1167.24585,711.3543091,1655,9439,0,875.343812166745,873.839900821668,875.343812166745,873.839900821668,0.000000e+00,0.000000e+00
0,8,3,-0.02099609375,-7787.801758,0,12735,1,0,0,4761.33272248292,4760.21135349505,4.761333e+03,4.760211e+03
0,9,0,2372.368164,5486.167969,2063,10280,0,5651.13844435655,5646.32880606095,5651.13844435654,5646.32880606095,-9.094947e-13,0.000000e+00
0,9,1,0.0001220703125,-1949.571533,0,13828,1,0,0,274.805087345527,274.745481007443,2.748051e+02,2.747455e+02
0,9,2,1254.666992,623.9330444,1843,9251,0,894.824391211459,893.424908131689,894.824391211459,893.424908131689,-1.136868e-13,-1.136868e-13
0,9,3,-0.02099609375,-7787.801758,0,12735,1,0,0,4761.33272248292,4760.21135349505,4.761333e+03,4.760211e+03
0,10,0,2563.536133,5295,2275,10068,0,5668.79937061235,5664.17087285989,5668.79937061235,5664.17087285989,9.094947e-13,0.000000e+00
0,10,1,0.0001220703125,-1949.571533,0,13828,1,0,0,274.805087345527,274.745481007443,2.748051e+02,2.747455e+02
0,10,2,1330.66748,547.9326782,2021,9073,0,907.919467759221,906.611834121247,907.919467759221,906.611834121247,0.000000e+00,0.000000e+00
0,10,3,-0.02099609375,-7787.801758,0,12735,1,0,0,4761.33272248292,4760.21135349505,4.761333e+03,4.760211e+03
0,11,0,2753.848145,5104.687988,2488,9855,0,5687.75087237872,5683.27993629523,5687.75087237872,5683.27993629523,0.000000e+00,0.000000e+00
0,11,1,0.0001220703125,-1949.571533,0,13828,1,0,0,274.805087345527,274.745481007443,2.748051e+02,2.747455e+02
0,11,2,1406.517334,472.0827026,2199,8895,0,923.452764907358,922.220333438886,923.452764907358,922.220333438886,1.136868e-13,-1.136868e-13
0,11,3,-0.02099609375,-7787.801758,0,12735,1,0,0,4761.33272248292,4760.21135349505,4.761333e+03,4.760211e+03
0,12,0,2927.947266,4930.588867,2691,9652,0,5700.15011132892,5695.82407326548,5700.15011132892,5695.82407326548,0.000000e+00,0.000000e+00
0,12,1,0.0001220703125,-1949.571533,0,13828,1,0,0,274.805087345527,274.745481007443,2.748051e+02,2.747455e+02
0,12,2,1484.269897,394.3302002,2386,8708,0,940.017638305558,938.85347429793,940.017638305558,938.85347429793,1.136868e-13,0.000000e+00
0,12,3,-0.02099609375,-7787.801758,0,12735,1,0,0,4761.33272248292,4760.21135349505,4.761333e+03,4.760211e+03
0,13,0,3096.168945,4762.367188,2894,9449,0,5708.53788167276,5704.34961444567,5708.53788167276,5704.34961444567,0.000000e+00,0.000000e+00
0,13,1,0.0001220703125,-1949.571533,0,13828,1,0,0,274.805087345527,274.745481007443,2.748051e+02,2.747455e+02
0,13,2,1554.245605,324.3545227,2574,8520,0,949.743604420225,948.647990818551,949.743604420225,948.647990818552,0.000000e+00,1.136868e-13
0,13,3,-0.02099609375,-7787.801758,0,12735,1,0,0,4761.33272248292,4760.21135349505,4.761333e+03,4.760211e+03
0,14,0,3262.991211,4595.544922,3097,9246,0,5717.93771193154,5713.87331424255,5717.93771193154,5713.87331424255,9.094947e-13,-9.094947e-13
0,14,1,0.0001220703125,-1949.571533,0,13828,1,0,0,274.805087345527,274.745481007443,2.748051e+02,2.747455e+02
0,14,2,1619.44519,259.1549377,2762,8332,0,956.557823566512,955.525809347074,956.557823566512,955.525809347074,-1.136868e-13,0.000000e+00
0,14,3,-0.02099609375,-7787.801758,0,12735,1,0,0,4761.33272248292,4760.21135349505,4.761333e+03,4.760211e+03
0,15,0,3415.608887,4442.927246,3290,9053,0,5722.50931914131,5718.55967856757,5722.50931914131,5718.55967856757,0.000000e+00,0.000000e+00
0,15,1,0.0001220703125,-1949.571533,0,13828,1,0,0,274.805087345527,274.745481007443,2.748051e+02,2.747455e+02
0,15,2,1686.119263,192.4808655,2960,8134,0,964.053025921628,963.079865749234,964.053025921628,963.079865749234,0.000000e+00,0.000000e+00
0,15,3,-0.02099609375,-7787.801758,0,12735,1,0,0,4761.33272248292,4760.21135349505,4.761333e+03,4.760211e+03
0,16,0,3572.512695,4286.023438,3493,8850,0,5725.70240533211,5721.86650136261,5725.70240533211,5721.86650136261,0.000000e+00,0.000000e+00
0,16,1,0.0001220703125,-1949.571533,0,13828,1,0,0,274.805087345527,274.745481007443,2.748051e+02,2.747455e+02
0,16,2,1745.836304,132.7638092,3147,7947,0,969.818532348252,968.896170553622,969.818532348252,968.896170553622,0.000000e+00,-1.136868e-13
0,16,3,-0.02099609375,-7787.801758,0,12735,1,0,0,4761.33272248292,4760.21135349505,4.761333e+03,4.760211e+03
0,17,0,3726.039062,4132.49707,3699,8644,0,5725.20034306268,5721.47605837292,5725.20034306268,5721.47605837292,0.000000e+00,0.000000e+00
0,17,1,0.0001220703125,-1949.571533,0,13828,1,0,0,274.805087345527,274.745481007443,2.748051e+02,2.747455e+02
0,17,2,1800.721069,77.87899017,3332,7762,0,973.073851039264,972.198923092305,973.073851039264,972.198923092305,0.000000e+00,0.000000e+00
0,17,3,-0.02099609375,-7787.801758,0,12735,1,0,0,4761.33272248292,4760.21135349505,4.761333e+03,4.760211e+03
0,18,0,3863.245361,3995.290771,3883,8460,0,5726.75752700853,5723.1239528068,5726.75752700853,5723.1239528068,0.000000e+00,0.000000e+00
0,18,1,0.0001220703125,-1949.571533,0,13828,1,0,0,274.805087345527,274.745481007443,2.748051e+02,2.747455e+02
0,18,2,1859.095947,19.50418472,3538,7556,0,976.112946916482,975.285988828842,976.112946916482,975.285988828842,0.000000e+00,0.000000e+00
0,18,3,-0.02099609375,-7787.801758,0,12735,1,0,0,4761.33272248292,4760.21135349505,4.761333e+03,4.760211e+03
0,19,0,4002.784424,3855.751709,4078,8265,0,5724.18368736746,5720.64514332248,5724.18368736746,5720.64514332248,0.000000e+00,0.000000e+00
0,19,1,0.0001220703125,-1949.571533,0,13828,1,0,0,274.805087345527,274.745481007443,2.748051e+02,2.747455e+02
0,19,2,1907.771362,-29.17126465,3734,7360,0,974.049629773092,973.267724998261,974.049629773092,973.267724998261,0.000000e+00,0.000000e+00
0,19,3,-0.02099609375,-7787.801758,0,12735,1,0,0,4761.33272248292,4760.21135349505,4.761333e+03,4.760211e+03
0,20,0,4155.79541,3702.740723,4291,8052,0,5724.12328383065,5720.67936580188,5724.12328383065,5720.67936580188,0.000000e+00,0.000000e+00
0,20,1,0.0001220703125,-1949.571533,0,13828,1,0,0,274.805087345527,274.745481007443,2.748051e+02,2.747455e+02
0,20,2,1950.632935,-72.03289032,3911,7183,0,972.865354104598,972.119924944326,972.865354104598,972.119924944326,-1.136868e-13,-1.136868e-13
0,20,3,-0.02099609375,-7787.801758,0,12735,1,0,0,4761.33272248292,4760.21135349505,4.761333e+03,4.760211e+03
0,21,0,4290.186523,3568.349609,4489,7854,0,5718.04822261563,5714.69294214413,5718.04822261563,5714.69294214413,0.000000e+00,0.000000e+00
0,21,1,0.0001220703125,-1949.571533,0,13828,1,0,0,274.805087345527,274.745481007443,2.748051e+02,2.747455e+02
0,21,2,1997.7052,-119.1051178,4104,6990,0,973.741793106135,973.031125033543,973.741793106135,973.031125033544,0.000000e+00,1.136868e-13
