seed,mlx_gain,cpu_gain,ratio,delta,cell_pass
42,89.6158047630354,89.61584393,0.9999995629459828,4.3705401719940085e-07,True
43,89.6536999748453,89.65373088,0.9999996552831165,3.4471688348247653e-07,True
44,89.0979498722877,89.0979435,1.0000000715200312,7.15200312306763e-08,True
