feat,bin,sumLeft,sumRight,weightLeft,weightRight,lambda,cosNum_term,cosDen_term,gain
2,5,-6.25037717819214,6.24997043609619,2342,47658,3,0.0174793758085386,0.0174580110521062,0.132290463415631
2,6,10.7540855407715,-10.7544927597046,2732,47268,3,0.0447320465685624,0.0446855088526331,0.21160962348435
2,7,5.92707872390747,-5.92748546600342,3123,46877,3,0.0119875562300229,0.0119767231561829,0.109537204193341
2,8,-1.38633227348328,1.38592529296875,3513,46487,3,0.000587936529980182,0.000587467464225867,0.0242570808272952
2,9,-23.7832851409912,23.7828788757324,3904,46096,3,0.157047029747482,0.156935063690559,0.396432939710002
2,10,-40.1716423034668,40.1712341308594,4294,45706,3,0.410859618328925,0.410595103001553,0.641189756673863
2,11,-66.1639785766602,66.16357421875,4685,45315,3,1.03040155522768,1.02979758989391,1.01538459451614
2,12,-64.0362930297852,64.035888671875,5075,44925,3,0.898802234625205,0.898319063459155,0.948306736067178
2,13,-48.4314308166504,48.431022644043,5466,44534,3,0.481556259238294,0.4813174452496,0.694114681964505
2,14,-50.1973457336426,50.1969375610352,5857,44143,3,0.48707273694231,0.486848723976363,0.698066510429346
2,15,-76.272590637207,76.2721862792969,6248,43752,3,1.06360739738596,1.06315163982894,1.03153446395144
2,16,-76.7894973754883,76.7890930175781,6638,43362,3,1.02388770515909,1.02347719348676,1.01207627256331
2,17,-66.9628601074219,66.9624557495117,7028,42972,3,0.742089668982821,0.741810268671873,0.861608480998733
2,18,-78.8769378662109,78.8765335083008,7418,42582,3,0.984469933626277,0.984120722099328,0.992380606959659
2,19,-104.519203186035,104.518798828125,7810,42190,3,1.65712604036565,1.65657075071218,1.28750981206149
2,20,-121.936546325684,121.936141967773,8201,41799,3,2.16803710949509,2.16734885126999,1.47265935853538
2,21,-118.897811889648,118.897407531738,8592,41408,3,1.98613028755183,1.98553147061028,1.40951384707307
2,22,-122.113693237305,122.113288879395,8982,41018,3,2.02314033084728,2.02255961321422,1.42257555694454
2,23,-138.571197509766,138.570785522461,9373,40627,3,2.52059547064172,2.51990528734589,1.58785573745653
2,24,-123.451515197754,123.451110839844,9763,40237,3,1.9392764264359,1.93876881011553,1.39276134914149
2,25,-139.80500793457,139.804595947266,10154,39846,3,2.41481671773815,2.41421141589172,1.55416285226116
2,26,-141.259490966797,141.259078979492,10544,39456,3,2.39762818493612,2.39705159382421,1.54861386883313
2,27,-137.489654541016,137.489242553711,10935,39065,3,2.21208846264916,2.21157729996159,1.48748100609116
2,28,-137.922439575195,137.922027587891,11325,38675,3,2.17107156884322,2.17058870390818,1.47361953746395
2,29,-139.27799987793,139.277587890625,11716,38284,3,2.16194511653444,2.16148167181113,1.47051306033821
2,30,-135.180419921875,135.18000793457,12106,37894,3,1.99129657601606,1.99088452471489,1.41127910513798
2,31,-145.728591918945,145.728179931641,12497,37503,3,2.26516726947756,2.26471423201444,1.50519779350326
2,32,-143.069183349609,143.068771362305,12888,37112,3,2.13932908108776,2.13891498202215,1.46278612938595
2,33,-134.899703979492,134.899291992188,13279,36721,3,1.86564904728321,1.8652990988802,1.36601576174654
2,34,-135.046600341797,135.046188354492,13669,36331,3,1.83587641241356,1.83554226744522,1.35506849207343
2,35,-157.71272277832,157.712310791016,14060,35940,3,2.46072248615569,2.46028741621967,1.56880771066061
2,36,-152.923828125,152.923416137695,14450,35550,3,2.2758178894871,2.27542652854949,1.50871114456567
2,37,-140.035369873047,140.034957885742,14841,35159,3,1.87876442622442,1.87844985383744,1.37079504350245
2,38,-153.096252441406,153.095840454102,15232,34768,3,2.21253874605862,2.21217764133065,1.48758190017609
2,39,-150.351791381836,150.351379394531,15623,34377,3,2.10418971899001,2.1038546009604,1.4506980700338
2,40,-145.434799194336,145.434387207031,16013,33987,3,1.94291040904483,1.9426081146043,1.39399166085246
2,41,-136.42594909668,136.425537109375,16404,33596,3,1.6883391595189,1.68808227588177,1.29945991944625
2,42,-126.161697387695,126.161293029785,16794,33206,3,1.42688413037433,1.42667158912928,1.19461152818945
2,43,-132.138687133789,132.138275146484,17185,32815,3,1.5479028687746,1.54767692427034,1.24423825944405
2,44,-123.986854553223,123.986450195312,17575,32425,3,1.34859883816728,1.34840572550516,1.16137503782634
2,45,-99.8600616455078,99.8596572875977,17966,32034,3,0.866221108117358,0.866099308368358,0.930775442840584
2,46,-94.0562210083008,94.0558166503906,18356,31644,3,0.761402376600822,0.761297137206229,0.872644045727345
2,47,-98.881721496582,98.8813171386719,18748,31252,3,0.834274338047477,0.834160884554203,0.913448305582457
2,48,-102.914360046387,102.913955688477,19138,30862,3,0.896482593023786,0.896362514913561,0.946891064072241
2,49,-95.0253982543945,95.0249938964844,19528,30472,3,0.758633253657996,0.758533070203213,0.871053069763568
2,50,-90.2994766235352,90.299072265625,19918,30082,3,0.680346072549381,0.680257405206312,0.824884689789845
2,51,-75.4372024536133,75.4367980957031,20309,29691,3,0.471813086156907,0.471752344480915,0.686930735703279
2,52,-84.3479995727539,84.3475952148438,20699,29301,3,0.586449684713643,0.586375027830542,0.765848778220615
2,53,-91.8447952270508,91.8443908691406,21090,28910,3,0.691668655446455,0.691581504286602,0.831718592787761
2,54,-94.0708312988281,94.070426940918,21480,28520,3,0.722171501093517,0.72208134661228,0.849859792454537
2,55,-91.7923431396484,91.7919387817383,21871,28129,3,0.684706638235028,0.684621869008598,0.827521249248321
2,56,-87.4098815917969,87.4094772338867,22261,27739,3,0.61858648998724,0.618510465448605,0.78655103068426
2,57,-82.7168579101562,82.7164535522461,22652,27348,3,0.552167670045896,0.552100238912638,0.743125231313606
2,58,-76.4531097412109,76.4527053833008,23042,26958,3,0.470432806856968,0.47037566509276,0.685922703781426
2,59,-84.4213104248047,84.4209060668945,23433,26567,3,0.572333677192663,0.572264463780475,0.756573128637262
2,60,-80.5041656494141,80.5037612915039,23823,26177,3,0.519560307072667,0.519497690399118,0.720848757572349
2,61,-53.1540336608887,53.1536254882812,24214,25786,3,0.226222864196579,0.226195667002108,0.475657507731321
2,62,-48.5083236694336,48.5079154968262,24604,25396,3,0.188267677955315,0.188245077205937,0.433924280742787
2,63,-49.7603225708008,49.7599143981934,24995,25005,3,0.198061792162021,0.19803802759677,0.445068039269302
2,64,-52.4291305541992,52.4287223815918,25385,24615,3,0.21992912072524,0.21990271988404,0.468994162795278
