seed,cpu_rmse,mlx_rmse,drift_pct,class
42,0.1936264502915649,0.295626,52.67852070563863,FALSIFIED
43,0.19357117632361942,0.295122,52.461748492246684,FALSIFIED
44,0.19320460496205977,0.294913,52.642842057472194,FALSIFIED
