seed,mlx_rmse,cpu_rmse,ratio,drift_pct,wall_secs,pass
0,0.132218,0.09163246062345552,1.4429166160158275,44.291661601582746,10.109380749985576,False
1,0.1287,0.08936490527275694,1.4401626634883755,44.016266348837554,10.151965457946062,False
2,0.132487,0.091218442818497,1.4524146204032182,45.24146204032182,10.106063124956563,False
